plot,genus,species,herb layer,herb y/n,a-cover,a-alpha,b-cover,b-alpha,c-cover,c-alpha,d-cover,d-alpha,res
21,Tilia,americana,2,1,,0,,0,,0,,0,1
21,Potentilla,simplex,2,1,,0,,0,,0,,0,1
21,Agrostis,perennans,2,1,,0,,0,,0,,0,1
21,Carpinus,caroliniana,2,1,,0,,0,,0,,0,1
21,Carya,ovata,,0,,0,,0,,0,,0,1
21,Nyssa,sylvatica,,0,,0,,0,,0,,0,1
21,Crataegus,sp.,2,1,,0,,0,,0,,0,1
21,Quercus,rubra,,0,,0,,0,,0,,0,1
21,Monotropa,uniflora,1,1,,0,,0,,0,,0,1
21,Prenanthes,sp.,2,1,,0,,0,,0,,0,1
22,LONICERA,MORROWII,2,1,4,1,4,1,6,1,3,1,0
22,Solidago,flexicaulis,4,1,5,1,4,1,4,1,4,1,0
22,Elymus,hystrix,3,1,4,1,2,1,2,1,2,1,0
22,Parthenocissus,quinquefolia,4,1,5,1,3,1,3,1,5,1,0
22,Amphicarpaea,bracteata,7,1,9,1,7,1,6,1,7,1,0
22,DACTYLIS,GLOMERATA,2,1,3,1,,0,,0,2,1,0
22,Viola,pubescens,3,1,3,1,3,1,3,1,3,1,0
22,Aster,cordifolius,2,1,3,1,2,1,,0,2,1,0
22,Panicum,latifolium,4,1,4,1,5,1,3,1,3,1,0
22,Ranunculus,hispidus,2,1,3,1,2,1,,0,,0,0
22,Geum,canadense,3,1,3,1,3,1,,0,2,1,0
22,Geum,sp.,2,1,3,1,2,1,2,1,2,1,0
22,Sanicula,gregaria,2,1,2,1,,0,,0,,0,0
22,LIGUSTRUM,VULGARE,2,1,2,1,2,1,,0,,0,0
22,Fraxinus,sp.,2,1,2,1,,0,1,1,2,1,0
22,Leersia,virginica,5,1,3,1,6,1,7,1,3,1,0
22,Verbesina,alternifolia,2,1,4,1,4,1,,0,4,1,0
22,Carex,amphibola,5,1,4,1,4,1,3,1,2,1,0
22,Galium,triflorum,3,1,4,1,3,1,,0,3,1,0
22,Thaspium,barbinode,2,1,4,1,,0,,0,,0,0
22,Solidago,canadensis,2,1,4,1,3,1,,0,2,1,0
22,Viola,sp.,2,1,2,1,,0,2,1,2,1,0
22,Polygonum,virginianum,5,1,3,1,4,1,6,1,3,1,0
22,Senecio,obovatus,2,1,2,1,,0,3,1,3,1,0
22,Acer,sp.,2,1,2,1,,0,,0,,0,0
22,Lindera,benzoin,2,1,2,1,2,1,,0,,0,0
22,TARAXACUM,OFFICINALE,2,1,1,1,1,1,1,1,1,1,0
22,Aster,lateriflorus,2,1,2,1,,0,,0,2,1,0
22,Carya,cordiformis,2,1,2,1,2,1,2,1,2,1,0
22,ROSA,MULTIFLORA,4,1,4,1,5,1,6,1,2,1,0
22,Prunus,virginiana,2,1,2,1,,0,2,1,2,1,0
22,Carex,annectens,2,1,2,1,,0,1,1,2,1,0
22,Elymus,riparius,5,1,5,1,4,1,5,1,4,1,0
22,Toxicodendron,radicans,2,1,3,1,3,1,2,1,2,1,0
22,Circaea,lutetiana,2,1,2,1,2,1,2,1,2,1,0
22,Agrimonia,gryposepala,2,1,2,1,,0,,0,2,1,0
22,Viburnum,dentatum,2,1,2,1,,0,,0,,0,0
22,Poaceae,sp.,2,1,1,1,,0,,0,,0,0
22,Solidago,gigantea,2,1,4,1,2,1,2,1,2,1,0
22,Lysimachia,ciliata,2,1,2,1,2,1,2,1,,0,0
22,Unknown,dicot,2,1,2,1,2,1,,0,2,1,0
22,Laportea,canadensis,3,1,3,1,2,1,,0,,0,0
22,Moss,sp.,2,1,2,1,2,1,2,1,2,1,0
22,Poaceae,sp.,2,1,2,1,,0,,0,,0,0
22,Rudbeckia,laciniata,1,1,1,1,,0,,0,,0,0
22,Carex,hirtifolia,3,1,2,1,,0,,0,,0,0
22,Eupatorium,rugosum,2,1,2,1,,0,,0,,0,0
22,Heliopsis,helianthoides,2,1,3,1,3,1,,0,,0,0
22,Allium,tricoccum,2,1,2,1,,0,,0,,0,0
22,Juglans,nigra,2,1,2,1,,0,,0,,0,0
22,LIGUSTRUM,VULGARE,2,1,3,1,,0,,0,,0,0
22,CELASTRUS,ORBICULATUS,2,1,2,1,,0,,0,,0,0
22,Cornus,racemosa,2,1,2,1,2,1,,0,2,1,0
22,Anemone,virginiana,2,1,2,1,,0,,0,,0,0
22,Solidago,patula,2,1,2,1,2,1,2,1,,0,0
22,Allium,canadense,2,1,1,1,,0,,0,,0,0
22,Oxalis,stricta,2,1,2,1,,0,3,1,2,1,0
22,Iris,sp.,2,1,2,1,2,1,,0,,0,0
22,Phalaris,arundinacea,2,1,2,1,2,1,,0,,0,0
22,Ulmus,americana,,0,4,1,5,1,,0,,0,0
22,Crataegus,sp.,2,1,4,1,,0,,0,,0,0
22,Festuca,subverticillata,2,1,,0,2,1,,0,,0,0
22,Cinna,arundinacea,3,1,,0,3,1,4,1,2,1,0
22,Solidago,rugosa,2,1,,0,3,1,,0,,0,0
22,Clematis,virginiana,2,1,,0,2,1,,0,,0,0
22,Impatiens,capensis,2,1,,0,2,1,,0,,0,0
22,Pilea,pumila,2,1,,0,2,1,3,1,,0,0
22,Glyceria,striata,1,1,,0,1,1,,0,,0,0
22,Bidens,sp.,2,1,,0,2,1,,0,,0,0
22,Polemonium,reptans,2,1,,0,2,1,,0,2,1,0
22,Erechtites,hieracifolia,1,1,,0,1,1,,0,,0,0
22,Vitis,sp.,1,1,,0,1,1,,0,,0,0
22,Verbena,urticifolia,2,1,,0,2,1,,0,,0,0
22,Plantago,sp.,1,1,,0,1,1,,0,,0,0
22,Monarda,clinopodia,2,1,,0,2,1,,0,,0,0
22,Eupatorium,purpureum,,0,,0,2,1,,0,,0,0
22,Lactuca,sp.,2,1,,0,2,1,,0,,0,0
22,Desmodium,sp.,2,1,,0,2,1,,0,,0,0
22,LYSIMACHIA,NUMMULARIA,2,1,,0,2,1,2,1,,0,0
22,Ulmus,sp.,2,1,,0,,0,2,1,2,1,0
22,TUSSILAGO,FARFARA,2,1,,0,,0,1,1,,0,0
22,Acer,nigrum,,0,,0,,0,3,1,2,1,0
22,Prunus,serotina,2,1,,0,,0,4,1,3,1,0
22,Vitis,riparia,3,1,,0,,0,2,1,,0,0
22,Carex,sp.,3,1,,0,,0,3,1,,0,0
22,Prunella,vulgaris,2,1,,0,,0,2,1,,0,0
22,Sanguinaria,canadensis,2,1,,0,,0,2,1,2,1,0
22,Pinus,strobus,1,1,,0,,0,1,1,,0,0
22,ALLIARIA,PETIOLATA,2,1,,0,,0,2,1,2,1,0
22,Polygonum,hydropiperoides,1,1,,0,,0,1,1,,0,0
22,Liriodendron,tulipifera,1,1,,0,,0,1,1,,0,0
22,Pyrus,sp.,2,1,,0,,0,,0,1,1,0
22,Rubus,occidentalis,2,1,,0,,0,,0,2,1,0
22,EUONYMUS,ALATUS,2,1,,0,,0,,0,2,1,0
22,Hackelia,virginiana,2,1,,0,,0,,0,,0,1
22,HESPERIS,MATRONALIS,1,1,,0,,0,,0,,0,1
22,Agrimonia,parviflora,2,1,,0,,0,,0,,0,1
22,Rubus,pensylvanicus,2,1,,0,,0,,0,,0,1
22,Hypericum,punctatum,2,1,,0,,0,,0,,0,1
22,Agrimonia,gryposepala,2,1,,0,,0,,0,,0,1
22,VIBURNUM,OPULUS,2,1,,0,,0,,0,,0,1
22,Desmodium,paniculatum,2,1,,0,,0,,0,,0,1
22,Epilobium,sp.,1,1,,0,,0,,0,,0,1
22,Equisetum,arvense,2,1,,0,,0,,0,,0,1
22,Smilax,hispida,2,1,,0,,0,,0,,0,1
22,Onoclea,sensibilis,1,1,,0,,0,,0,,0,1
22,Euonymus,obovatus,2,1,,0,,0,,0,,0,1
22,Cryptotaenia,canadensis,2,1,,0,,0,,0,,0,1
22,Fraxinus,pennsylvanica,2,1,,0,,0,,0,,0,1
22,Unknown,dicot,2,1,,0,2,1,2,1,,0,0
23,Fagus,grandifolia,2,1,7,1,7,1,6,1,5,1,0
23,Prunus,serotina,2,1,2,1,2,1,2,1,2,1,0
23,RHAMNUS,FRANGULA,2,1,1,1,,0,1,1,2,1,0
23,Carex,swanii,3,1,2,1,2,1,2,1,3,1,0
23,Carex,digitalis,2,1,2,1,2,1,,0,2,1,0
23,Amelanchier,sp.,2,1,1,1,1,1,,0,1,1,0
23,Acer,sp.,2,1,2,1,2,1,2,1,2,1,0
23,Maianthemum,canadense,2,1,2,1,2,1,2,1,2,1,0
23,Quercus,sp.,2,1,2,1,,0,1,1,,0,0
23,Moss,sp.,2,1,2,1,2,1,2,1,2,1,0
23,Sassafras,albidum,2,1,2,1,1,1,2,1,1,1,0
23,Erechtites,hieracifolia,2,1,1,1,,0,,0,1,1,0
23,Vitis,sp.,2,1,1,1,1,1,,0,2,1,0
23,Rubus,pensylvanicus,2,1,2,1,,0,,0,2,1,0
23,Mitchella,repens,2,1,2,1,2,1,,0,,0,0
23,Ostrya,virginiana,1,1,3,1,1,1,,0,2,1,0
23,Toxicodendron,radicans,1,1,,0,1,1,,0,,0,0
23,Carpinus,caroliniana,2,1,,0,4,1,,0,,0,0
23,Nyssa,sylvatica,1,1,,0,1,1,,0,,0,0
23,Danthonia,spicata,2,1,,0,1,1,,0,2,1,0
23,Panicum,lanuginosum,2,1,,0,,0,2,1,,0,0
23,Rubus,allegheniensis,3,1,,0,,0,1,1,3,1,0
23,Euthamia,graminifolia,2,1,,0,,0,1,1,2,1,0
23,Pinus,sp.,2,1,,0,,0,2,1,2,1,0
23,Potentilla,simplex,2,1,,0,,0,1,1,,0,0
23,Rubus,sp.,2,1,,0,,0,,0,1,1,0
23,Carex,communis,2,1,,0,,0,,0,2,1,0
23,PHLEUM,PRATENSE,2,1,,0,,0,,0,2,1,0
23,POA,PRATENSIS,2,1,,0,,0,,0,2,1,0
23,VERONICA,OFFICINALIS,2,1,,0,,0,,0,2,1,0
23,Acer,saccharum,,0,,0,,0,,0,3,1,0
23,TARAXACUM,OFFICINALE,2,1,,0,,0,,0,2,1,0
23,Epifagus,virginiana,1,1,,0,,0,,0,,0,1
23,Podophyllum,peltatum,2,1,,0,,0,,0,,0,1
23,Fraxinus,sp.,2,1,,0,,0,,0,,0,1
23,Hieracium,sp.,2,1,,0,,0,,0,,0,1
23,Acer,rubrum,,0,,0,,0,,0,,0,1
23,BERBERIS,THUNBERGII,1,1,,0,,0,,0,,0,1
23,AGROSTIS,GIGANTEA,2,1,,0,,0,,0,,0,1
24,Moss,sp.,2,1,2,1,2,1,2,1,2,1,0
24,Nyssa,sylvatica,2,1,3,1,,0,,0,2,1,0
24,Prunus,serotina,2,1,2,1,2,1,2,1,2,1,0
24,Quercus,sp.,2,1,2,1,1,1,2,1,2,1,0
24,Smilax,rotundifolia,5,1,3,1,3,1,3,1,4,1,0
24,Sassafras,albidum,2,1,2,1,2,1,2,1,2,1,0
24,Acer,sp.,2,1,2,1,2,1,2,1,2,1,0
24,Vitis,sp.,2,1,2,1,,0,,0,,0,0
24,Acer,rubrum,,0,5,1,4,1,4,1,6,1,0
24,Amelanchier,sp.,2,1,,0,4,1,1,1,2,1,0
24,Liriodendron,tulipifera,1,1,,0,1,1,,0,,0,0
24,Carex,sp.,1,1,,0,,0,,0,,0,1
24,Monotropa,uniflora,1,1,,0,,0,1,1,,0,0
24,Vaccinium,pallidum,2,1,,0,,0,,0,2,1,0
24,Quercus,alba,,0,,0,,0,,0,,0,1
24,Fagus,grandifolia,,0,,0,,0,,0,,0,1
24,RHAMNUS,FRANGULA,1,1,,0,1,1,,0,,0,0
24,Rubus,sp.,,0,,0,,0,,0,,0,1
24,Carya,cordiformis,,0,,0,,0,,0,,0,1
25,Carpinus,caroliniana,2,1,3,1,,0,1,1,5,1,0
25,Liriodendron,tulipifera,2,1,4,1,3,1,2,1,2,1,0
25,Moss,sp.,2,1,2,1,2,1,2,1,2,1,0
25,Quercus,sp.,2,1,2,1,2,1,1,1,1,1,0
25,Crataegus,sp.,2,1,2,1,1,1,1,1,,0,0
25,Vitis,sp.,2,1,2,1,1,1,1,1,2,1,0
25,Erechtites,hieracifolia,1,1,1,1,,0,,0,,0,0
25,Poaceae,sp.,2,1,2,1,1,1,,0,,0,0
25,Poaceae,sp.,1,1,2,1,1,1,,0,,0,0
25,Sassafras,albidum,1,1,1,1,,0,,0,5,1,0
25,Conopholis,americana,2,1,2,1,2,1,2,1,2,1,0
25,Leersia,virginica,1,1,1,1,1,1,,0,,0,0
25,Toxicodendron,radicans,1,1,2,1,,0,,0,,0,0
25,Prunus,serotina,2,1,2,1,2,1,2,1,2,1,0
25,Podophyllum,peltatum,2,1,2,1,2,1,,0,,0,0
25,Fagus,grandifolia,,0,6,1,5,1,6,1,4,1,0
25,Rubus,sp.,1,1,1,1,,0,,0,,0,0
25,Carex,laxiculmis,1,1,1,1,,0,,0,,0,0
25,Prenanthes,sp.,1,1,,0,1,1,1,1,,0,0
25,Acer,sp.,2,1,,0,1,1,1,1,1,1,0
25,Acer,rubrum,,0,,0,5,1,4,1,,0,0
25,Magnolia,acuminata,,0,,0,5,1,,0,,0,0
25,Smilax,rotundifolia,2,1,,0,3,1,2,1,2,1,0
25,Vaccinium,pallidum,2,1,,0,2,1,2,1,,0,0
25,Carex,rosea,2,1,,0,1,1,,0,,0,0
25,Mitchella,repens,1,1,,0,1,1,1,1,1,1,0
25,Hamamelis,virginiana,2,1,,0,4,1,4,1,,0,0
25,Vaccinium,angustifolium,1,1,,0,,0,1,1,,0,0
25,Unknown,dicot,1,1,,0,,0,1,1,,0,0
25,Thelypteris,noveboracensis,2,1,,0,,0,,0,2,1,0
25,Nyssa,sylvatica,,0,,0,,0,,0,3,1,0
25,Polygonatum,biflorum,1,1,,0,,0,,0,1,1,0
25,Amelanchier,sp.,,0,,0,,0,,0,,0,1
25,Glyceria,striata,1,1,,0,,0,,0,,0,1
25,Oxalis,stricta,1,1,,0,,0,,0,,0,1
25,Galium,triflorum,2,1,,0,,0,,0,,0,1
25,TARAXACUM,OFFICINALE,1,1,,0,,0,,0,,0,1
25,Danthonia,spicata,1,1,,0,,0,,0,,0,1
25,Senecio,sp.,1,1,,0,,0,,0,,0,1
25,Geum,sp.,1,1,,0,,0,,0,,0,1
25,Viburnum,acerifolium,1,1,,0,,0,,0,1,1,0
26,Acer,saccharum,,0,4,1,6,1,5,1,4,1,0
26,Ranunculus,hispidus,4,1,3,1,3,1,3,1,3,1,0
26,Carex,sp.,3,1,3,1,,0,2,1,,0,0
26,Polygonum,virginianum,2,1,2,1,2,1,2,1,,0,0
26,Solidago,flexicaulis,4,1,4,1,3,1,2,1,,0,0
26,Circaea,lutetiana,2,1,2,1,2,1,2,1,2,1,0
26,Galium,triflorum,2,1,2,1,,0,,0,,0,0
26,Ulmus,sp.,2,1,2,1,2,1,1,1,2,1,0
26,Fraxinus,sp.,4,1,3,1,3,1,3,1,3,1,0
26,Acer,sp.,2,1,2,1,2,1,2,1,2,1,0
26,Lindera,benzoin,4,1,3,1,3,1,3,1,,0,0
26,Allium,tricoccum,2,1,2,1,2,1,2,1,2,1,0
26,Geranium,maculatum,2,1,2,1,2,1,2,1,2,1,0
26,Hydrophyllum,canadense,3,1,2,1,2,1,2,1,2,1,0
26,Moss,sp.,6,1,4,1,6,1,6,1,2,1,0
26,Carex,plantaginea,2,1,3,1,2,1,,0,2,1,0
26,Aster,lateriflorus,2,1,3,1,2,1,,0,2,1,0
26,Carya,sp.,2,1,2,1,1,1,1,1,1,1,0
26,Geum,canadense,2,1,2,1,2,1,2,1,2,1,0
26,Tilia,americana,1,1,1,1,,0,,0,,0,0
26,Poa,alsodes,2,1,2,1,2,1,2,1,,0,0
26,Fagus,grandifolia,2,1,4,1,4,1,6,1,5,1,0
26,Fraxinus,pennsylvanica,3,1,3,1,3,1,3,1,3,1,0
26,Leersia,virginica,2,1,2,1,2,1,2,1,,0,0
26,Toxicodendron,radicans,2,1,2,1,,0,,0,,0,0
26,Parthenocissus,quinquefolia,2,1,2,1,2,1,2,1,2,1,0
26,Euonymus,obovatus,2,1,2,1,2,1,2,1,2,1,0
26,Pilea,pumila,2,1,1,1,2,1,2,1,2,1,0
26,Carya,ovata,,0,4,1,,0,,0,,0,0
26,Sanguinaria,canadensis,2,1,1,1,1,1,,0,2,1,0
26,Polystichum,acrostichoides,3,1,2,1,2,1,2,1,3,1,0
26,Hepatica,acutiloba,2,1,2,1,2,1,2,1,2,1,0
26,Mitella,diphylla,3,1,3,1,2,1,2,1,2,1,0
26,Aster,cordifolius,2,1,2,1,,0,,0,,0,0
26,Ostrya,virginiana,1,1,1,1,,0,,0,1,1,0
26,Carya,cordiformis,2,1,1,1,2,1,,0,2,1,0
26,Arisaema,triphyllum,2,1,1,1,,0,1,1,,0,0
26,Viola,sp.,2,1,2,1,2,1,,0,,0,0
26,Crataegus,sp.,1,1,1,1,,0,,0,,0,0
26,Carex,sp.,2,1,2,1,,0,,0,2,1,0
26,Carex,sp.,3,1,2,1,,0,,0,,0,0
26,Ulmus,rubra,,0,3,1,2,1,4,1,,0,0
26,Adiantum,pedatum,1,1,,0,1,1,,0,,0,0
26,Maianthemum,racemosum,2,1,,0,2,1,2,1,2,1,0
26,Cornus,alternifolia,2,1,,0,2,1,,0,,0,0
26,Elymus,hystrix,2,1,,0,2,1,,0,2,1,0
26,Quercus,sp.,2,1,,0,1,1,1,1,1,1,0
26,Hamamelis,virginiana,1,1,,0,4,1,,0,,0,0
26,Prenanthes,sp.,2,1,,0,,0,2,1,,0,0
26,Dryopteris,goldiana,3,1,,0,,0,3,1,2,1,0
26,Ulmus,americana,,0,,0,,0,4,1,4,1,0
26,Hydrophyllum,virginianum,2,1,,0,,0,2,1,2,1,0
26,Galium,sp.,2,1,,0,,0,2,1,2,1,0
26,Anemonella,thalictroides,1,1,,0,,0,1,1,,0,0
26,Actaea,alba,1,1,,0,,0,,0,1,1,0
26,Viola,sp.,2,1,,0,,0,,0,2,1,0
26,Rubus,allegheniensis,2,1,,0,,0,,0,2,1,0
26,Ribes,cynosbati,2,1,,0,,0,2,1,2,1,0
26,Jeffersonia,diphylla,2,1,,0,,0,,0,2,1,0
26,Brachyelytrum,erectum,2,1,,0,,0,,0,2,1,0
26,Acer,rubrum,,0,,0,,0,,0,5,1,0
26,Cinna,arundinacea,2,1,,0,,0,,0,,0,1
26,Prosartes,lanuginosa,2,1,,0,,0,,0,,0,1
26,Caulophyllum,thalictroides,2,1,,0,,0,,0,,0,1
26,Prunus,serotina,,0,,0,,0,,0,,0,1
27,Sassafras,albidum,2,1,2,1,2,1,2,1,2,1,0
27,Acer,rubrum,,0,6,1,6,1,6,1,5,1,0
27,Smilax,rotundifolia,2,1,2,1,2,1,2,1,2,1,0
27,Moss,sp.,2,1,2,1,2,1,3,1,2,1,0
27,RHAMNUS,FRANGULA,2,1,1,1,1,1,2,1,2,1,0
27,Acer,sp.,2,1,2,1,2,1,2,1,2,1,0
27,Crataegus,sp.,2,1,,0,2,1,,0,1,1,0
27,Prunus,serotina,2,1,,0,2,1,6,1,2,1,0
27,Leersia,virginica,2,1,,0,2,1,,0,,0,0
27,Carex,digitalis,4,1,,0,2,1,5,1,2,1,0
27,FRAGARIA,VESCA,1,1,,0,1,1,,0,,0,0
27,Liriodendron,tulipifera,2,1,,0,1,1,2,1,2,1,0
27,Vitis,sp.,2,1,,0,2,1,2,1,2,1,0
27,Podophyllum,peltatum,2,1,,0,3,1,2,1,,0,0
27,Vaccinium,angustifolium,2,1,,0,2,1,,0,,0,0
27,Solidago,caesia,1,1,,0,,0,1,1,,0,0
27,Unknown,dicot,1,1,,0,,0,1,1,,0,0
27,Viola,sp.,1,1,,0,,0,1,1,,0,0
27,Viburnum,acerifolium,2,1,,0,,0,2,1,2,1,0
27,Danthonia,spicata,1,1,,0,,0,2,1,,0,0
27,Rubus,sp.,2,1,,0,,0,2,1,2,1,0
27,Quercus,sp.,1,1,,0,,0,1,1,1,1,0
27,Carex,sp.,1,1,,0,,0,1,1,,0,0
27,Carex,rosea,2,1,,0,,0,,0,2,1,0
27,Carex,sp.,2,1,,0,,0,,0,2,1,0
27,Polygonatum,biflorum,1,1,,0,,0,,0,1,1,0
27,Arisaema,triphyllum,1,1,,0,,0,,0,,0,1
27,Cornus,florida,,0,,0,,0,,0,,0,1
27,Geranium,maculatum,1,1,,0,,0,,0,,0,1
27,Prenanthes,sp.,1,1,,0,,0,,0,,0,1
27,Acer,saccharum,,0,,0,,0,,0,,0,1
27,Parthenocissus,quinquefolia,1,1,,0,,0,,0,,0,1
27,Carya,ovata,,0,,0,,0,,0,,0,1
27,Carex,swanii,1,1,,0,,0,,0,,0,1
28,Hamamelis,virginiana,2,1,8,1,6,1,5,1,8,1,0
28,Prenanthes,sp.,2,1,2,1,2,1,3,1,2,1,0
28,Fraxinus,sp.,3,1,3,1,2,1,3,1,3,1,0
28,Prunus,serotina,2,1,2,1,,0,,0,1,1,0
28,Carex,sp.,2,1,2,1,,0,,0,,0,0
28,Arisaema,triphyllum,2,1,2,1,2,1,2,1,2,1,0
28,Maianthemum,racemosum,2,1,2,1,2,1,1,1,,0,0
28,Carpinus,caroliniana,2,1,2,1,6,1,6,1,1,1,0
28,Moss,sp.,1,1,1,1,2,1,,0,,0,0
28,BERBERIS,THUNBERGII,1,1,1,1,,0,,0,,0,0
28,Leersia,virginica,2,1,1,1,5,1,2,1,2,1,0
28,Sassafras,albidum,2,1,2,1,2,1,2,1,,0,0
28,RHAMNUS,FRANGULA,2,1,2,1,2,1,2,1,1,1,0
28,ROSA,MULTIFLORA,2,1,2,1,2,1,,0,2,1,0
28,Parthenocissus,quinquefolia,2,1,2,1,,0,,0,,0,0
28,Pyrus,sp.,1,1,1,1,,0,1,1,,0,0
28,Carex,pensylvanica,2,1,2,1,2,1,2,1,,0,0
28,Acer,sp.,1,1,1,1,2,1,,0,1,1,0
28,Quercus,sp.,2,1,2,1,2,1,2,1,1,1,0
28,Amphicarpaea,bracteata,2,1,1,1,2,1,1,1,,0,0
28,Solidago,caesia,2,1,2,1,2,1,1,1,,0,0
28,Vitis,sp.,1,1,1,1,1,1,,0,,0,0
28,Crataegus,sp.,2,1,1,1,2,1,,0,,0,0
28,Viburnum,dentatum,1,1,1,1,,0,,0,,0,0
28,Acer,saccharum,,0,3,1,3,1,,0,,0,0
28,Acer,rubrum,,0,5,1,,0,5,1,6,1,0
28,Liriodendron,tulipifera,2,1,,0,2,1,2,1,,0,0
28,Polygonatum,biflorum,2,1,,0,2,1,,0,,0,0
28,Geranium,maculatum,1,1,,0,2,1,,0,,0,0
28,Carex,sp.,2,1,,0,2,1,,0,,0,0
28,Glyceria,striata,2,1,,0,2,1,2,1,,0,0
28,Nyssa,sylvatica,1,1,,0,1,1,,0,,0,0
28,Carex,sp.,2,1,,0,2,1,,0,,0,0
28,Smilax,rotundifolia,2,1,,0,2,1,,0,,0,0
28,Carex,swanii,2,1,,0,2,1,2,1,,0,0
28,Aster,lateriflorus,1,1,,0,2,1,,0,,0,0
28,Podophyllum,peltatum,2,1,,0,2,1,,0,,0,0
28,Collinsonia,canadensis,1,1,,0,1,1,,0,,0,0
28,Viola,sp.,1,1,,0,1,1,,0,,0,0
28,Robinia,pseudoacacia,1,1,,0,,0,1,1,1,1,0
28,Fagus,grandifolia,,0,,0,,0,5,1,4,1,0
28,Fraxinus,pennsylvanica,,0,,0,,0,3,1,,0,0
28,Tilia,americana,1,1,,0,,0,1,1,,0,0
28,Danthonia,spicata,2,1,,0,,0,2,1,,0,0
28,Poaceae,sp.,2,1,,0,,0,2,1,,0,0
28,Carex,sp.,2,1,,0,,0,,0,,0,1
28,Hedyotis,caerulea,1,1,,0,,0,,0,,0,1
28,Cornus,florida,,0,,0,,0,,0,,0,1
28,Aster,macrophyllus,2,1,,0,,0,,0,,0,1
28,Potentilla,simplex,2,1,,0,,0,,0,,0,1
28,Bidens,sp.,1,1,,0,,0,,0,,0,1
28,Phalaris,arundinacea,,0,,0,,0,,0,,0,1
28,Prunella,vulgaris,1,1,,0,,0,,0,,0,1
28,Polygonum,sp.,1,1,,0,,0,,0,,0,1
28,Anemonella,thalictroides,1,1,,0,,0,,0,,0,1
28,ALLIARIA,PETIOLATA,1,1,,0,,0,,0,,0,1
28,Impatiens,capensis,1,1,,0,,0,,0,,0,1
28,Quercus,rubra,,0,,0,3,1,2,1,,0,0
29,Smilax,rotundifolia,2,1,2,1,2,1,2,1,2,1,0
29,Fagus,grandifolia,,0,4,1,,0,,0,,0,0
29,Moss,sp.,2,1,2,1,2,1,2,1,2,1,0
29,Acer,rubrum,,0,5,1,3,1,6,1,7,1,0
29,Sassafras,albidum,2,1,4,1,1,1,2,1,2,1,0
29,Acer,sp.,2,1,1,1,1,1,2,1,2,1,0
29,Hamamelis,virginiana,3,1,,0,2,1,,0,,0,0
29,RHAMNUS,FRANGULA,2,1,,0,1,1,1,1,,0,0
29,Prunus,serotina,,0,,0,2,1,2,1,5,1,0
29,Amelanchier,sp.,2,1,,0,1,1,,0,4,1,0
29,Polygonatum,biflorum,1,1,,0,1,1,,0,,0,0
29,Cornus,florida,,0,,0,2,1,,0,,0,0
29,Polygonatum,pubescens,2,1,,0,,0,1,1,1,1,0
29,Viburnum,acerifolium,1,1,,0,,0,1,1,,0,0
29,Toxicodendron,radicans,1,1,,0,,0,2,1,,0,0
29,Solidago,caesia,1,1,,0,,0,1,1,,0,0
29,Carex,swanii,2,1,,0,,0,,0,2,1,0
29,POA,PRATENSIS,6,1,,0,,0,,0,2,1,0
29,Carex,amphibola,2,1,,0,,0,,0,2,1,0
29,FESTUCA,OVINA,2,1,,0,,0,,0,2,1,0
29,AGROSTIS,GIGANTEA,2,1,,0,,0,,0,2,1,0
29,Aster,sp.,1,1,,0,,0,,0,1,1,0
29,TARAXACUM,OFFICINALE,2,1,,0,,0,,0,1,1,0
29,Bidens,sp.,2,1,,0,,0,,0,1,1,0
29,EPIPACTIS,HELLEBORINE,1,1,,0,,0,,0,1,1,0
29,Parthenocissus,quinquefolia,1,1,,0,,0,,0,1,1,0
29,Erechtites,hieracifolia,2,1,,0,,0,,0,,0,1
29,Quercus,sp.,2,1,,0,,0,,0,,0,1
29,Rubus,allegheniensis,2,1,,0,,0,,0,,0,1
29,Potentilla,simplex,2,1,,0,,0,,0,,0,1
29,LOTUS,CORNICULATUS,2,1,,0,,0,,0,,0,1
29,MELILOTUS,OFFICINALIS,1,1,,0,,0,,0,,0,1
29,TRIFOLIUM,PRATENSE,2,1,,0,,0,,0,,0,1
29,Vitis,aestivalis,1,1,,0,,0,,0,,0,1
29,Leersia,virginica,2,1,,0,,0,,0,,0,1
29,Nyssa,sylvatica,1,1,,0,,0,,0,,0,1
29,Unknown,dicot,2,1,,0,,0,,0,,0,1
29,Aster,lateriflorus,1,1,,0,,0,,0,,0,1
29,HYPERICUM,PERFORATUM,1,1,,0,,0,,0,,0,1
29,ECHINOCHLOA,CRUSGALLI,1,1,,0,,0,,0,,0,1
29,DAUCUS,CAROTA,1,1,,0,,0,,0,,0,1
